"name","L","Eglob","Cclosed","ElocClosed","Copen","ElocOpen","Circuit_rank","Dia","Mean_path_length","Coverage","time","mean_deg","var_deg","avg_deg","mean_fragsize","var_fragsize","avg_fragsize","Maximalcliques","label"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"1bhu_param_1xxe",1.60714285714286,0.744047619047619,0.870833333333333,0.935416666666667,"NaN","NaN",8,3,1.40625,0.568627450980392,"1x1 struct",60.8197932053176,50.7834922413023,60.8197932053176,30.0590841949778,15.3888526034139,30.0590841949778,4,0.46
"1bhu_param_1ygw",1,1,1,1,1,1,36,1,0.9,0.872549019607843,"1x1 struct",330.105857445307,114.295568125683,330.105857445307,51.6019760056457,12.9875576970657,51.6019760056457,1,0.38
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"1bhu_param_2m4k",2.01818181818182,0.616666666666667,0.829437229437229,0.914718614718615,0.718181818181818,0.826515151515152,9,4,1.83471074380165,0.784313725490196,"1x1 struct",34.9360563101021,17.80765727159,34.9360563101021,20.3727570139784,7.77189217567237,20.3727570139784,7,0.5
"1bhu_param_5x1x",1.41025641025641,0.807692307692308,0.869153069153069,0.934576534576535,0.837218337218337,0.918609168609169,37,3,1.30177514792899,0.882352941176471,"1x1 struct",100.54581180409,63.3264813964404,100.54581180409,28.3239938869078,13.5492685639247,28.3239938869078,5,0.32
"1ckv_param_1d8v",1,1,1,1,1,1,36,1,0.9,0.517985611510791,"1x1 struct",540.577777777778,92.1984916664544,540.577777777778,74.5333333333333,16.5484531952387,74.5333333333333,1,0.54014598540146
"1ckv_param_1oca",1.33333333333333,0.833333333333333,0.888888888888889,0.944444444444445,"NaN","NaN",0,2,0.888888888888889,0.237410071942446,"1x1 struct",12.5586854460094,7.05178345790494,12.5586854460094,39.612676056338,5.37188250084238,39.612676056338,2,0.547445255474453
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"1ckv_param_1xxe",1.17857142857143,0.910714285714286,0.955357142857143,0.977678571428571,0.940476190476191,0.970238095238095,16,2,1.03125,0.482014388489209,"1x1 struct",190.692124105012,81.4980012956719,190.692124105012,46.4349642004773,18.3802359917791,46.4349642004773,2,0.496350364963504
"1ckv_param_1ygw",1.8,0.666666666666667,0.833333333333333,0.916666666666667,"NaN","NaN",0,3,1.44,0.345323741007194,"1x1 struct",9.18590522478736,7.83816999044555,9.18590522478736,24.6172539489672,10.9499703088991,24.6172539489672,4,0.547445255474453
"1ckv_param_2kok",1,1,1,1,1,1,15,1,0.857142857142857,0.661870503597122,"1x1 struct",478.846388854943,19.3368451121967,478.846388854943,85.4332152022486,8.82612305158701,85.4332152022486,1,0.467153284671533
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"1ckv_param_5x1x",1.42857142857143,0.801587301587302,0.857142857142857,0.928571428571429,0.780952380952381,0.888095238095238,7,3,1.22448979591837,0.402877697841727,"1x1 struct",46.4131551901336,25.5903311697756,46.4131551901336,31.0585817060637,9.09569100100901,31.0585817060637,4,0.525547445255475
"1cx1_param_1d8v",1.37362637362637,0.816849816849817,0.896214896214896,0.948107448107448,0.87569573283859,0.937847866419295,45,3,1.27551020408163,0.660130718954248,"1x1 struct",77.3482575582737,35.6713377278621,77.3482575582737,22.4786522040157,7.39399500296071,22.4786522040157,4,0.324503311258278
"1cx1_param_1oca",1,1,1,1,1,1,1,1,0.666666666666667,0.176470588235294,"1x1 struct",45.2107279693487,26.8102883623688,45.2107279693487,53.5632183908046,4.36781609195402,53.5632183908046,1,0.562913907284768
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"1cx1_param_1xxe",1,1,1,1,1,1,3,1,0.75,0.176470588235294,"1x1 struct",83.6283185840708,53.5940387144002,83.6283185840708,54.1297935103245,19.6506825776795,54.1297935103245,1,0.470198675496689
"1cx1_param_1ygw",1,1,1,1,1,1,1,1,0.666666666666667,0.176470588235294,"1x1 struct",45.2107279693487,26.8102883623688,45.2107279693487,53.5632183908046,4.36781609195402,53.5632183908046,1,0.490066225165563
"1cx1_param_2kok",1.25146198830409,0.874269005847953,0.911711777802702,0.955855888901351,0.900395124311533,0.950197562155767,110,2,1.18559556786704,0.908496732026144,"1x1 struct",285.48456923743,189.359223283762,285.48456923743,35.1938895417156,21.1747762071021,35.1938895417156,4,0.245033112582781
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"1cx1_param_5x1x",1,1,1,1,1,1,10,1,0.833333333333333,0.202614379084967,"1x1 struct",87.7959927140255,30.6623443718463,87.7959927140255,40.3916211293261,10.9090209703282,40.3916211293261,1,0.47682119205298
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"1de3_param_1oca",1.28571428571429,0.857142857142857,0.928571428571429,0.964285714285714,0.904761904761905,0.952380952380952,13,2,1.125,0.693333333333333,"1x1 struct",131.700753498385,96.3321695231122,131.700753498385,44.7793326157158,31.8759555355838,44.7793326157158,2,0.337837837837838
"1de3_param_1pbu",1,1,1,1,1,1,3,1,0.75,0.5,"1x1 struct",133.795309168443,66.7592513771006,133.795309168443,67.8837953091685,27.4248248843704,67.8837953091685,1,0.439189189189189
"1de3_param_1xxe",1.46666666666667,0.792063492063492,0.895265475265475,0.947632737632738,0.873872053872054,0.925084175084175,50,3,1.36888888888889,0.793333333333333,"1x1 struct",181.191278939087,180.627056215822,181.191278939087,33.5266351989211,28.7640985614834,33.5266351989211,5,0.283783783783784
"1de3_param_1ygw",1.28571428571429,0.857142857142857,0.928571428571429,0.964285714285714,0.904761904761905,0.952380952380952,13,2,1.125,0.726666666666667,"1x1 struct",139.584382871537,102.272361892196,139.584382871537,45.4345088161209,33.620373757298,45.4345088161209,2,0.263513513513514
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"1de3_param_2m4k",1,1,1,1,1,1,21,1,0.875,0.586666666666667,"1x1 struct",236.215978928885,127.146201186223,236.215978928885,53.3691834942932,25.056908406468,53.3691834942932,1,0.358108108108108
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"1eza_param_1d8v",1.48538011695906,0.796296296296296,0.871836075860844,0.935918037930422,0.846569366306209,0.912006487664382,90,3,1.40720221606648,0.548262548262548,"1x1 struct",121.359649122807,78.1142131962642,121.359649122807,23.7092731829574,10.9382106656711,23.7092731829574,7,0.408560311284047
"1eza_param_1oca",2.64502164502165,0.531818181818182,0.825937950937951,0.912968975468975,0.767496392496393,0.868356180856181,44,6,2.52479338842975,0.474903474903475,"1x1 struct",32.206105582729,18.2634940292828,32.206105582729,13.1915162759319,4.42943047778036,13.1915162759319,9,0.428015564202335
"1eza_param_1pbu",2.90058479532164,0.486744639376218,0.834795321637427,0.917397660818714,"NaN","NaN",22,6,2.74792243767313,0.436293436293436,"1x1 struct",23.9146252728596,10.4232068318886,23.9146252728596,12.7091923356779,2.61454888102141,12.7091923356779,11,0.412451361867704
"1eza_param_1xxe",1.77142857142857,0.676190476190476,0.836404864976294,0.918202432488147,0.798855641712785,0.879535675964247,67,3,1.68707482993197,0.521235521235521,"1x1 struct",50.3470336169956,35.9505911143738,50.3470336169956,16.0088116361881,7.92155833060824,16.0088116361881,8,0.455252918287938
"1eza_param_1ygw",2.54112554112554,0.549062049062049,0.812373737373737,0.906186868686869,0.752777777777778,0.873082010582011,48,6,2.42561983471074,0.474903474903475,"1x1 struct",37.768671071339,21.0936830978677,37.768671071339,14.1130718407627,4.6481153784771,14.1130718407627,10,0.385214007782101
"1eza_param_2kok",1.13888888888889,0.930555555555556,0.953703703703704,0.976851851851852,0.940476190476191,0.970238095238095,23,2,1.01234567901235,0.976833976833977,"1x1 struct",167.894698139569,94.2494761984715,167.894698139569,45.00698580778,38.3441482848591,45.00698580778,2,0.431906614785992
"1eza_param_2m4k",2.87333333333333,0.465388888888889,0.825991341991342,0.912995670995671,0.710580086580086,0.748666666666667,33,6,2.7584,0.45945945945946,"1x1 struct",17.8584703359543,7.31673752665322,17.8584703359543,9.63545389563974,2.36684653716815,9.63545389563974,12,0.517509727626459
"1eza_param_5x1x",1.96190476190476,0.655952380952381,0.817603824746682,0.908801912373341,0.773401466258609,0.885945932374504,69,4,1.86848072562358,0.436293436293436,"1x1 struct",66.6309702291711,32.3525611170337,66.6309702291711,18.2908545727136,5.5721914826889,18.2908545727136,9,0.424124513618677
"1f2h_param_1d8v",1.48947368421053,0.767543859649123,0.851556776556777,0.925778388278388,"NaN","NaN",85,3,1.415,0.821428571428571,"1x1 struct",99.7883597883598,60.7719890602663,99.7883597883598,21.5255731922399,9.06318259151663,21.5255731922399,10,0.22289156626506
"1f2h_param_1oca",2.66315789473684,0.514298245614035,0.879801587301587,0.939900793650794,"NaN","NaN",32,5,2.53,0.714285714285714,"1x1 struct",28.5390070921986,19.9848038441437,28.5390070921986,12.1749408983452,4.20112588764623,12.1749408983452,9,0.427710843373494
"1f2h_param_1pbu",1,1,1,1,1,1,1,1,0.666666666666667,0.119047619047619,"1x1 struct",78.0487804878049,19.1186601891136,78.0487804878049,65.5826558265583,23.7911981069795,65.5826558265583,1,0.524096385542169
"1f2h_param_1xxe",2.0952380952381,0.602380952380953,0.827441077441077,0.913720538720539,"NaN","NaN",50,4,1.99546485260771,0.720238095238095,"1x1 struct",53.5471331389699,44.061226515353,53.5471331389699,15.9896339488176,8.21368995995895,15.9896339488176,11,0.295180722891566
"1f2h_param_1ygw",2.66315789473684,0.514298245614035,0.879801587301587,0.939900793650794,"NaN","NaN",32,5,2.53,0.714285714285714,"1x1 struct",32.241134751773,23.632233908903,32.241134751773,12.8936170212766,4.59194432090762,12.8936170212766,9,0.41566265060241
"1f2h_param_2kok",1.09941520467836,0.950292397660819,0.941285101298137,0.970642550649068,0.934176126590987,0.967088063295493,136,2,1.0415512465374,0.875,"1x1 struct",540.996038483305,325.6828710192,540.996038483305,51.5930956423316,28.8264988985426,51.5930956423316,4,0.319277108433735
"1f2h_param_2m4k",1.72222222222222,0.694444444444444,0.844444444444445,0.922222222222222,"NaN","NaN",8,3,1.53086419753086,0.375,"1x1 struct",38.3545600936905,34.6122261989269,38.3545600936905,22.6028399941443,9.93968574776099,22.6028399941443,6,0.608433734939759
"1f2h_param_5x1x",1.88888888888889,0.652534113060429,0.809455456823878,0.904727728411939,0.703987240829346,0.791969628811734,49,4,1.78947368421053,0.708333333333333,"1x1 struct",42.966178332429,27.4522560366061,42.966178332429,15.1311267860373,5.63230429984887,15.1311267860373,10,0.41566265060241
"1fho_param_1d8v",1,1,1,1,1,1,55,1,0.916666666666667,0.647058823529412,"1x1 struct",446.417589175892,159.5340019518,446.417589175892,56.9265067650677,18.4493650578398,56.9265067650677,1,0.316239316239316
"1fho_param_1oca",1,1,1,1,1,1,1,1,0.666666666666667,0.151260504201681,"1x1 struct",58.5964912280702,38.4393731855198,58.5964912280702,60.2631578947368,24.8583243218171,60.2631578947368,1,0.427350427350427
"1fho_param_1pbu",1,1,1,1,"NaN","NaN",0,1,0.5,0.100840336134454,"1x1 struct",76.3005780346821,0,76.3005780346821,88.150289017341,16.7580219818777,88.150289017341,1,0.461538461538462
"1fho_param_1xxe",1,1,1,1,1,1,45,1,0.909090909090909,0.563025210084034,"1x1 struct",311.128871128871,149.222774801719,311.128871128871,51.4985014985015,20.0485627494465,51.4985014985015,1,0.316239316239316
"1fho_param_1ygw",1,1,1,1,1,1,1,1,0.666666666666667,0.151260504201681,"1x1 struct",58.5964912280702,38.4393731855198,58.5964912280702,60.2631578947368,24.8583243218171,60.2631578947368,1,0.427350427350427
"1fho_param_2kok",1,1,1,1,1,1,45,1,0.909090909090909,0.672268907563025,"1x1 struct",596.872467995463,199.360600813665,596.872467995463,71.8522119591638,23.8681465462956,71.8522119591638,1,0.273504273504274
"1fho_param_2m4k",1,1,1,1,1,1,1,1,0.666666666666667,0.134453781512605,"1x1 struct",37.037037037037,17.0137035848151,37.037037037037,48.9533011272142,13.2681784574007,48.9533011272142,1,0.555555555555556
"1fho_param_5x1x",1.32142857142857,0.851190476190476,0.898809523809524,0.949404761904762,0.858333333333333,0.929166666666667,13,3,1.15625,0.504201680672269,"1x1 struct",81.7065868263473,47.4527379987322,81.7065868263473,32.4251497005988,12.5571181343629,32.4251497005988,3,0.316239316239316
"1ggw_param_1d8v",1.07272727272727,0.963636363636364,0.960330578512397,0.980165289256198,0.951515151515152,0.975757575757576,41,2,0.975206611570248,0.414285714285714,"1x1 struct",327.196225933954,123.923523545314,327.196225933954,51.3833992094862,21.3111998641981,51.3833992094862,2,0.384057971014493
"1ggw_param_1oca",1.33333333333333,0.833333333333333,0.962962962962963,0.981481481481482,0.952380952380952,0.952380952380952,16,2,1.18518518518519,0.392857142857143,"1x1 struct",79.6592119275826,43.2446339381965,79.6592119275826,30.0674476393326,8.01981280663018,30.0674476393326,2,0.507246376811594
"1ggw_param_1pbu",1,1,1,1,"NaN","NaN",0,1,0.5,0.035714285714286,"1x1 struct",75.8620689655172,0,75.8620689655172,87.9310344827586,17.068094718296,87.9310344827586,1,0.579710144927536
"1ggw_param_1xxe",1.19444444444444,0.902777777777778,0.908730158730159,0.95436507936508,0.880687830687831,0.940343915343915,21,2,1.06172839506173,0.371428571428571,"1x1 struct",126.168224299065,75.1921529902779,126.168224299065,38.2139148494289,17.6875314540112,38.2139148494289,3,0.528985507246377
"1ggw_param_1ygw",1.33333333333333,0.833333333333333,0.962962962962963,0.981481481481482,0.952380952380952,0.952380952380952,16,2,1.18518518518519,0.392857142857143,"1x1 struct",79.6592119275826,43.2446339381965,79.6592119275826,30.0674476393326,8.01981280663018,30.0674476393326,2,0.485507246376812
"1ggw_param_2kok",1,1,1,1,1,1,15,1,0.857142857142857,0.35,"1x1 struct",245.011709601874,70.843882293118,245.011709601874,60.7259953161592,21.2113784525302,60.7259953161592,1,0.5
"1ggw_param_2m4k",1,1,1,1,"NaN","NaN",0,1,0.5,0.064285714285714,"1x1 struct",97.3684210526316,0,97.3684210526316,98.6842105263158,1.86080731891197,98.6842105263158,1,0.536231884057971
"1ggw_param_5x1x",2.12727272727273,0.596969696969697,0.890909090909091,0.945454545454545,0.836363636363636,0.836363636363636,8,4,1.93388429752066,0.378571428571429,"1x1 struct",43.8367931281317,13.4653078448398,43.8367931281317,23.5647816750179,7.97269589630963,23.5647816750179,4,0.420289855072464
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"1h3z_param_1d8v",1,1,1,1,1,1,78,1,0.928571428571429,0.926605504587156,"1x1 struct",967.001858126571,101.263241511404,967.001858126571,83.5610449229424,9.65014865814822,83.5610449229424,1,0.121495327102804
"1h3z_param_1oca",1.1,0.95,0.94,0.97,0.9,0.95,5,2,0.88,0.880733944954129,"1x1 struct",151.282633371169,98.6578989505073,151.282633371169,64.472190692395,45.5865152760375,64.472190692395,2,0.149532710280374
"1h3z_param_1pbu",1.1,0.95,0.94,0.97,0.9,0.95,5,2,0.88,0.862385321100918,"1x1 struct",146.767169179229,99.2517720679012,146.767169179229,63.6515912897822,46.3968458062574,63.6515912897822,2,0.158878504672897
"1h3z_param_1xxe",1,1,1,1,1,1,120,1,0.941176470588235,0.908256880733945,"1x1 struct",950.030321406913,153.348624868593,950.030321406913,71.9643606847973,12.5154607282252,71.9643606847973,1,0.074766355140187
"1h3z_param_1ygw",1.16666666666667,0.916666666666667,0.916666666666667,0.958333333333333,0.833333333333333,0.916666666666667,2,2,0.875,0.89908256880734,"1x1 struct",81.9497542326598,57.9229313221305,81.9497542326598,57.9874385581649,47.1942689429219,57.9874385581649,2,0.532710280373832
"1h3z_param_2kok",1,1,1,1,1,1,66,1,0.923076923076923,0.954128440366973,"1x1 struct",852.232700829451,89.5828088960382,852.232700829451,82.2576979888649,10.7310658398961,82.2576979888649,1,0.11214953271028
"1h3z_param_2m4k",1,1,1,1,1,1,15,1,0.857142857142857,0.871559633027523,"1x1 struct",379.632016875659,45.6683362934962,379.632016875659,75.3427868276105,10.7585986965268,75.3427868276105,1,0.224299065420561
"1h3z_param_5x1x",1,1,1,1,1,1,78,1,0.928571428571429,0.89908256880734,"1x1 struct",876.919642857143,94.0491456980515,876.919642857143,78.9397321428571,10.6154383891749,78.9397321428571,1,0.093457943925234
"1hn6_param_1d8v",1.80952380952381,0.69047619047619,0.90952380952381,0.954761904761905,0.833333333333333,0.833333333333333,4,3,1.55102040816327,0.201834862385321,"1x1 struct",76.4944275582574,23.9641411614237,76.4944275582574,38.145896656535,7.12715129051425,38.145896656535,3,0.439252336448598
"1hn6_param_1oca",1,1,1,1,"NaN","NaN",0,1,0.5,0.08256880733945,"1x1 struct",90.1515151515152,0,90.1515151515152,95.0757575757576,6.9639304207766,95.0757575757576,1,0.448598130841122
"1hn6_param_1pbu",1,1,1,1,"NaN","NaN",0,1,0.5,0.073394495412844,"1x1 struct",91.2087912087912,0,91.2087912087912,95.6043956043956,6.21632335109053,95.6043956043956,1,0.523364485981308
"1hn6_param_1xxe",1,1,1,1,1,1,1,1,0.666666666666667,0.091743119266055,"1x1 struct",175.757575757576,4.19891104865183,175.757575757576,92.7272727272727,7.27272727272727,92.7272727272727,1,0.448598130841122
"1hn6_param_1ygw",1,1,1,1,"NaN","NaN",0,1,0.5,0.08256880733945,"1x1 struct",90.1515151515152,0,90.1515151515152,95.0757575757576,6.9639304207766,95.0757575757576,1,0.411214953271028
"1hn6_param_2kok",1,1,1,1,1,1,3,1,0.75,0.091743119266055,"1x1 struct",211.290322580645,25.8735686355182,211.290322580645,82.258064516129,18.7170915973432,82.258064516129,1,0.420560747663551
"1hn6_param_2m4k",1,1,1,1,"NaN","NaN",0,1,0.5,0.055045871559633,"1x1 struct",86.7469879518072,0,86.7469879518072,93.3734939759036,9.37129469042413,93.3734939759036,1,0.401869158878505
"1hn6_param_5x1x",1,1,1,1,1,1,1,1,0.666666666666667,0.110091743119266,"1x1 struct",72.5738396624473,23.9365493214845,72.5738396624473,62.2362869198312,3.48580414385196,62.2362869198312,1,0.476635514018692
"1ich_param_1d8v",1.19607843137255,0.91285403050109,0.944905312552371,0.972452656276186,0.936868686868687,0.968434343434344,111,3,1.12962962962963,0.932584269662921,"1x1 struct",515.574022776239,266.450060161511,515.574022776239,49.8563660613522,23.7611930437802,49.8563660613522,3,0.528735632183908
"1ich_param_1oca",1.24561403508772,0.881091617933723,0.913920831490491,0.956960415745246,0.902519590832284,0.951259795416142,113,3,1.18005540166205,0.932584269662921,"1x1 struct",165.386918623994,102.78577586074,165.386918623994,26.6717679153636,14.0591274065292,26.6717679153636,5,0.114942528735632
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"1ich_param_1xxe",1.32900432900433,0.854256854256854,0.918919126968663,0.959459563484332,0.902132387736103,0.94987849268035,147,3,1.26859504132231,0.910112359550562,"1x1 struct",213.910395824271,145.670225823739,213.910395824271,27.9208351457155,15.5353503376606,27.9208351457155,7,0.195402298850575
"1ich_param_1ygw",1.19607843137255,0.901960784313726,0.927336062630181,0.96366803131509,0.917584213172449,0.958792106586224,106,2,1.12962962962963,0.932584269662921,"1x1 struct",248.946481247366,151.794671576144,248.946481247366,34.4008990026689,19.5612652511019,34.4008990026689,5,0.137931034482759
"1ich_param_2kok",1.06617647058824,0.966911764705882,0.957179930795848,0.978589965397924,0.951470588235294,0.975735294117647,111,2,1.00346020761246,0.932584269662921,"1x1 struct",582.956670406582,296.552761314579,582.956670406582,56.0453064059411,26.0974854542654,56.0453064059411,2,0.195402298850575
"1ich_param_2m4k",1.33333333333333,0.833333333333333,0.916666666666667,0.958333333333333,"NaN","NaN",1,2,1,0.561797752808989,"1x1 struct",15.828677839851,8.45609872606535,15.828677839851,32.7281191806332,15.042263740221,32.7281191806332,2,0.563218390804598
"1ich_param_5x1x",1.29004329004329,0.872294372294372,0.914713477097378,0.957356738548689,0.902668100733116,0.95112361265612,155,3,1.23140495867769,0.932584269662921,"1x1 struct",291.010194624652,196.873253401455,291.010194624652,33.7854916168169,21.2760218171957,33.7854916168169,7,0.137931034482759
"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"2apn_param_1oca",1.29090909090909,0.854545454545455,0.934159779614325,0.967079889807162,"NaN","NaN",29,2,1.17355371900826,0.736842105263158,"1x1 struct",192.457819189121,141.782768600248,192.457819189121,38.1264165197683,22.4672218234648,38.1264165197683,4,0.348214285714286
"2apn_param_1pbu",1.24444444444444,0.877777777777778,0.942222222222222,0.971111111111111,"NaN","NaN",25,2,1.12,0.631578947368421,"1x1 struct",140.116822429907,97.9379284873599,140.116822429907,33.8200934579439,20.4596253318158,33.8200934579439,3,0.482142857142857
"2apn_param_1xxe",1.07692307692308,0.961538461538462,0.946745562130178,0.973372781065089,0.937062937062937,0.968531468531469,60,2,0.994082840236686,0.780701754385965,"1x1 struct",445.634475014037,277.539036988674,445.634475014037,57.3413812464907,33.3965000116361,57.3413812464907,4,0.267857142857143
"2apn_param_1ygw",1.29090909090909,0.854545454545455,0.934159779614325,0.967079889807162,"NaN","NaN",29,2,1.17355371900826,0.736842105263158,"1x1 struct",192.457819189121,141.782768600248,192.457819189121,38.1264165197683,22.4672218234648,38.1264165197683,4,0.392857142857143
"2apn_param_2kok",1.03571428571429,0.982142857142857,0.973214285714286,0.986607142857143,0.964285714285714,0.982142857142857,20,2,0.90625,0.842105263157895,"1x1 struct",348.18718381113,177.615092415441,348.18718381113,68.2757166947723,33.472777019551,68.2757166947723,2,0.276785714285714
"2apn_param_2m4k",1.5,0.765151515151515,0.909072871572872,0.954536435786436,0.884126984126984,0.922619047619048,25,3,1.375,0.631578947368421,"1x1 struct",77.8100775193799,53.0061411432859,77.8100775193799,25.3294573643411,13.0780553249136,25.3294573643411,4,0.446428571428571
"2apn_param_5x1x",1.21818181818182,0.890909090909091,0.896418732782369,0.948209366391185,0.872727272727273,0.936363636363636,33,2,1.10743801652893,0.798245614035088,"1x1 struct",209.034141594356,169.143683120005,209.034141594356,43.3135998702457,31.0659113364691,43.3135998702457,5,0.5625
"2axl_param_1d8v",1.25,0.875,0.908035714285714,0.954017857142857,0.870833333333333,0.93343253968254,14,2,1.09375,0.277777777777778,"1x1 struct",69.4779116465864,33.1850797651139,69.4779116465864,32.4046184738956,9.90147329094543,32.4046184738956,3,0.471830985915493
"2axl_param_1oca",1.33333333333333,0.833333333333333,0.916666666666667,0.958333333333333,"NaN","NaN",1,2,1,0.166666666666667,"1x1 struct",41.3366336633663,9.1125871473754,41.3366336633663,42.8836633663366,13.9251465545148,42.8836633663366,2,0.457746478873239
"2axl_param_1pbu",1.33333333333333,0.833333333333333,0.916666666666667,0.958333333333333,"NaN","NaN",1,2,1,0.159722222222222,"1x1 struct",28.494623655914,4.7233924494076,28.494623655914,37.8136200716846,16.3923808052715,37.8136200716846,2,0.556338028169014
"2axl_param_1xxe",1.61904761904762,0.738095238095238,0.895238095238095,0.947619047619048,0.819047619047619,0.866666666666667,5,3,1.38775510204082,0.256944444444444,"1x1 struct",38.5998107852412,17.2526729966894,38.5998107852412,27.4992116051719,12.1992442995007,27.4992116051719,3,0.415492957746479
"2axl_param_1ygw",1.33333333333333,0.833333333333333,0.916666666666667,0.958333333333333,"NaN","NaN",1,2,1,0.166666666666667,"1x1 struct",41.3366336633663,9.1125871473754,41.3366336633663,42.8836633663366,13.9251465545148,42.8836633663366,2,0.471830985915493
